Property No. ,Type of Access (X2),Neighbourhood Status (X3),Building Condition (X4),Type of Walls (X5),Type of Wall finish (X6),Type of Floor Finish (X7),Type of Ceiling (X8),NWSC Availabilty (X9),Hydro Power Availabilty (X10),Type of Saniation Facility (X11),Availabilty of Parking Space (X12),Type of Security (X13),Type of Boundary Wall (X14),Occupency Type ,Carpet Area ,Usage Type,Usage SubType,ALV,RV,Property Tax,Avg. Property Rate (per SQM)
P117000286,Main Road,MIDDLE CLASS,POOR,BRICKS,PAINTED,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,219.44,RESIDENTIALRENTED,Mainbuilding,9000000,7020000,421200,1919.43
P117000287,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,44.1,RESIDENTIALRENTED,Outbuilding,1800000,1404000,84240,1910.20
P117000288,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,25.53,RESIDENTIALRENTED,Outbuilding,1800000,1404000,84240,3299.65
P117000289,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,276.5,RESIDENTIALRENTED,Mainbuilding,55080000,31100000,1866000,6748.64
P117000290,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,273.48,RESIDENTIALRENTED,Mainbuilding,55080000,31100000,1866000,6823.17
P117000291,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,276.48,RESIDENTIALRENTED,Mainbuilding,55080000,31100000,1866000,6749.13
P117000292,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1258.42,COMMERCIAL,Office_Space,129385711.4,90569998,5434199.88,4318.27
P117000293,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,725.43,COMMERCIAL,Retail_Space_Office_Space,49721817.14,34805272,2088316.32,2878.73
P117000297,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,2189.65,COMMERCIAL,Retail_Space,92624925.71,64837448,3890246.88,1776.65
P117000299,Side Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,189.66,SPECIAL,Hotel,43200000,30240000,1814400,9566.59
P117000300,Side Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,62.79,SPECIAL,Hotel,21600000,15120000,907200,14448.16
P117000301,Side Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,43.5,SPECIAL,Hotel,14400000,10080000,604800,13903.45
P117000302,Side Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,59.75,SPECIAL,Hotel,3071628.571,2150140,129008.4,2159.14
P117000304,Main Road,HIGH CLASS,FAIR,BRICKS,PLASTERED,CERAMIC TILES,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,2087.5,COMMERCIAL,Retail_Space_Office_Space,205120857.1,143584600,8615076,4126.98
P117000305,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,PVC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1196.72,COMMERCIAL,Stores,116847740,81793418,4907605.08,4100.88
P117000308,Main Road,HIGH CLASS,GOOD,METALLIC SHEETING,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,6685.49,COMMERCIAL,Retail_Space,673347271.4,471343090,28280585.4,4230.14
P117000311,Main Road,MIDDLE CLASS,FAIR,BRICKS,UNPLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,YES,SECURITY GUARD,WALL,RENTED,28.714,COMMERCIAL,Kiosk,1002857.143,702000,42120,1466.88
P117000347,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,ELECTRIC FENCING,WALL,RENTED,3669.99,RESIDENTIALRENTED,Apartment,324000000,252720000,15163200,4131.67
P117000348,Main Road,HIGH CLASS,GOOD,METALLIC SHEETING,TILES,CERAMIC TILES,ACOUSTIC,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,7379.63,SPECIAL,Hotel,604933015.7,423453111,25407186.66,3442.88
P117000349,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,127,COMMERCIAL,Retail_Space,5596128.571,3917290,235037.4,1850.69
P117000350,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,150.81,COMMERCIAL,Retail_Space,6645291.429,4651704,279102.24,1850.69
P117000351,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,324.95,INDUSTRIAL,Office_Warehouse,9545731.429,6682012,400920.72,1233.79
P117000352,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,169.8,COMMERCIAL,Restaurant,8729078.571,6110355,366621.3,2159.14
P117000353,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,527.18,INDUSTRIAL,Office_Warehouse,23229660,16260762,975645.72,1850.69
P117000354,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,CERAMIC TILES,SOFT BOARD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,WALL,RENTED,1108.8,COMMERCIAL,Retail_Space,65144217.14,45600952,2736057.12,2467.58
P117000355,Main Road,HIGH CLASS,POOR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,387.5,SPECIAL,Motor_Vehicle_Workshop,11383200,7968240,478094.4,1233.79
P117000356,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,324.95,INDUSTRIAL,Office_Warehouse,9545731.429,6682012,400920.72,1233.79
P117000357,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,CCTV,WALL,RENTED,2599.3,INDUSTRIAL,Office_Warehouse,114535555.7,80174889,4810493.34,1850.69
P117000358,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1167.145,SPECIAL,Motor_Vehicle_Workshop,62463290,43724303,2623458.18,2247.76
P117000359,Main Road,HIGH CLASS,GOOD,BRICKS,CLAY BRICKS,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,CHAIN LINK,RENTED,1292.89,INDUSTRIAL,Office_Warehouse,113939368.6,79757558,4785453.48,3701.36
P117000363,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,WOOD STRIPS,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,534.6,RESIDENTIALRENTED,Mainbuilding,81000000,63180000,3790800,7090.91
P117000364,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,84.5,RESIDENTIALRENTED,Mainbuilding,2700000,2106000,126360,1495.38
P117000366,Main Road,MIDDLE CLASS,GOOD,METALLIC SHEETING,PAINTED,CERAMIC TILES,ACOUSTIC,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,NONE,RENTED,37123.3,COMMERCIAL,Retail_Space,5933817143,4153672000,249220320,6713.31
P117000367,Main Road,MIDDLE CLASS,POOR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,CHAIN LINK,RENTED,725.84,COMMERCIAL,Retail_Space_Rear_Room,99503954.29,69652768,4179166.08,5757.70
P117000368,Main Road,MIDDLE CLASS,DILAPIDATED,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,WALL,RENTED,420.28,COMMERCIAL,Retail_Space_Rear_Room,30751237.14,21525866,1291551.96,3073.07
P117000369,Main Road,MIDDLE CLASS,UNDER RENOVATION,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,WALL,RENTED,176.14,COMMERCIAL,Retail_Space_Rear_Room,24146680,16902676,1014160.56,5757.70
P117000371,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,6897.5,COMMERCIAL,Stores,264650572.9,185255401,11115324.06,1611.50
P117000372,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,693.8,RESIDENTIALRENTED,TenementMuzigo,36807564.1,28709900,1722594,2482.84
P117000373,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,983.3,RESIDENTIALRENTED,TenementMuzigo,66517093.59,51883333,3112999.98,3165.87
P117000374,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1340.88,COMMERCIAL,Stores,47583904.29,33308733,1998523.98,1490.46
P117000375,Main Road,MIDDLE CLASS,GOOD,METALLIC SHEETING,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,521.6,COMMERCIAL,Office_Space,21583142.86,15108200,906492,1737.91
P117000376,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,154,COMMERCIAL,Restaurant,9238214.286,6466750,388005,2519.51
P117000377,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,606.1,COMMERCIAL,Office_Space,27379571.43,19165700,1149942,1897.28
P117000378,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,86.43,COMMERCIAL,Office_Space,1269484.286,888639,53318.34,616.90
P117000379,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,257.95,COMMERCIAL,Retail_Space_Rear_Room,11366750,7956725,477403.5,1850.76
P117000380,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,201,COMMERCIAL,Office_Space,37674720,26372304,1582338.24,7872.33
P117000381,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,855,INDUSTRIAL,Office_Warehouse,37674720,26372304,1582338.24,1850.69
P117000382,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1770,INDUSTRIAL,Office_Warehouse,77993280,54595296,3275717.76,1850.69
P117000383,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,3164.84,INDUSTRIAL,Office_Warehouse,132043504.3,92430453,5545827.18,1752.32
P117000384,Main Road,MIDDLE CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,497.5,COMMERCIAL,Stores,7307132.857,5114993,306899.58,616.88
P117000385,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1512.34,INDUSTRIAL,Office_Warehouse,66639750,46647825,2798869.5,1850.69
P117000389,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1403.12,COMMERCIAL,Retail_Space_Office_Space,64667004.29,45266903,2716014.18,1935.70
P117000390,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,2430.45,INDUSTRIAL,Factoryblock,71383680,49968576,2998114.56,1233.56
P117000391,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,670,INDUSTRIAL,Office_Warehouse,29522880,20666016,1239960.96,1850.69
P117000392,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,913,INDUSTRIAL,Stores,10728115.71,7509681,450580.86,493.52
P117000393,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,454.23,INDUSTRIAL,Office_Warehouse,20018275.71,14012793,840767.58,1850.97
P117000394,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1275,INDUSTRIAL,Stores,56181600,39327120,2359627.2,1850.69
P117000395,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,603,INDUSTRIAL,Stores,26570591.43,18599414,1115964.84,1850.69
P117000396,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,300,INDUSTRIAL,Residentialblock,8022857.143,5616000,336960,1123.20
P117000397,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,402.5,INDUSTRIAL,Residentialblock,14779800,10345860,620751.6,1542.24
P117000398,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,1187.5,INDUSTRIAL,Stores,34884000,24418800,1465128,1233.79
P117000399,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,178.98,INDUSTRIAL,Residentialblock,7405714.286,5184000,311040,1737.85
P117000400,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,2592,INDUSTRIAL,Stores,66624768.57,46637338,2798240.28,1079.57
P117000403,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,310.08,RESIDENTIALRENTED,Apartment,6646153.846,5184000,311040,1003.10
P117000404,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,509.2,INDUSTRIAL,Factoryblock,14958258.57,10470781,628246.86,1233.79
P117000408,Main Road,HIGH CLASS,UNDER RENOVATION,BRICKS,PAINTED,CERAMIC TILES,ACOUSTIC,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,HEDGES,RENTED,1456,COMMERCIAL,Retail_Space,151619328.6,106133530,6368011.8,4373.63
P117000409,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,CERAMIC TILES,ACOUSTIC,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,HEDGES,RENTED,350.4,COMMERCIAL,Retail_Space,48035635.71,33624945,2017496.7,5757.70
P117000410,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PITLATRINE,NO,SECURITY GUARD,NONE,RENTED,2646.44,COMMERCIAL,Retail_Space_Office_Space,329635587.1,230744911,13844694.66,5231.44
P117000412,Main Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,NONE,RENTED,26.46,COMMERCIAL,Kiosk,1764000,1234800,74088,2800.00
P117000413,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,SECURITY GUARD,NONE,RENTED,2402.4,COMMERCIAL,Retail_Space_Office_Space,213312565.7,149318796,8959127.76,3729.24
P117000417,Main Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,34.12,COMMERCIAL,Retail_Space,1680000,1176000,70560,2068.00
P117000418,Main Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,NONE,RENTED,85.5,COMMERCIAL,Stores,8400000,5880000,352800,4126.32
P117000419,Main Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,NONE,RENTED,52.06,COMMERCIAL,Stores,2520000,1764000,105840,2033.04
P117000420,Main Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,NONE,RENTED,63.84,COMMERCIAL,Retail_Space,1260000,882000,52920,828.95
P117000421,Main Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,NONE,RENTED,69.16,COMMERCIAL,Stores,2040000,1428000,85680,1238.87
P117000422,Main Road,SLUM,POOR,IRON SHEETS,UNPLASTERED,NONE,NONE,NWSC SUPPLY,HYDRO,SEPTIC TANK,YES,NONE,NONE,RENTED,58.8,COMMERCIAL,Container,2520000,1764000,105840,1800.00
P117000423,Side Road,SLUM,FAIR,BRICKS,CLAY BRICKS,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,SEPTIC TANK,NO,NONE,WALL,RENTED,62.33,RESIDENTIALRENTED,Mainbuilding,2250000,1755000,105300,1689.40
P117000424,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CERAMIC TILES,GYPSUM,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,384.19,INDUSTRIAL,Workshop,11596095.71,8117267,487036.02,1267.70
P117000425,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,207.782,INDUSTRIAL,Stores,5976190,4183333,250999.98,1208.00
P117000426,Main Road,HIGH CLASS,FAIR,BRICKS,ROUGH CAST,TERRAZZO,SOFT BOARD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,39.655,INDUSTRIAL,Stores,1081624.286,757137,45428.22,1145.59
P117000427,Footpath,SLUM,POOR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,119.88,RESIDENTIALRENTED,TenementMuzigo,5040000,3931200,235872,1967.57
P117000428,Footpath,SLUM,POOR,MUD WATTLE,PLASTERED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,73.84,RESIDENTIALRENTED,TenementMuzigo,2822400,2201472,132088.32,1788.85
P117000429,Footpath,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,20.16,RESIDENTIALRENTED,TenementMuzigo,1075200,838656,50319.36,2496.00
P117000430,Footpath,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,WALL FENCE,RENTED,95.86,RESIDENTIALRENTED,TenementMuzigo,3360000,2620800,157248,1640.39
P117000434,Side Road,SLUM,GOOD,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,29.88,COMMERCIAL,Retail_Space,3008571.429,2106000,126360,4228.92
P117000437,Side Road,SLUM,FAIR,BRICKS,PAINTED,CEMENT SCREED,NONE,NWSC SUPPLY,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,21.84,RESIDENTIALRENTED,TenementMuzigo,1080000,842400,50544,2314.29
P117000440,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,267.92,RESIDENTIALRENTED,Maisonnette,63000000,49140000,2948400,11004.78
P117000441,Main Road,HIGH CLASS,GOOD,BRICKS,PAINTED,TERRAZZO,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,SECURITY GUARD,WALL,RENTED,267.92,RESIDENTIALRENTED,Maisonnette,63000000,49140000,2948400,11004.78
P117000442,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,87.06,COMMERCIAL,Office_Space,22848000,15993600,959616,11022.47
P117000443,Main Road,HIGH CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,26.84,RESIDENTIALRENTED,TenementMuzigo,2856000,1713600,102816,3830.70
P117000445,Main Road,MIDDLE CLASS,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,PLASTERED PAINTED,NWSC SUPPLY,HYDRO,PUBLIC SEWER,YES,NONE,WALL,RENTED,83.86,COMMERCIAL,Office_Space,14370250,10059175,603550.5,7197.12
P117000446,Main Road,MIDDLE CLASS,FAIR,BRICKS,PAINTED,CEMENT SCREED,SOFT BOARD,NWSC SUPPLY,HYDRO,PUBLIC SEWER,NO,NONE,WALL,RENTED,61.74,COMMERCIAL,Office_Space,8463812.857,5924669,355480.14,5757.70
P117000448,Main Road,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,12.75,COMMERCIAL,Retail_Space,1704857.143,1193400,71604,5616.00
P117000449,Footpath,SLUM,FAIR,BRICKS,ROUGH CAST,CEMENT SCREED,NONE,NONE,HYDRO,SEPTIC TANK,NO,NONE,NONE,RENTED,11.78,RESIDENTIALRENTED,TenementMuzigo,720000,561600,33696,2860.44
P117000456,Footpath,SLUM,FAIR,BRICKS,PLASTERED,CEMENT SCREED,NONE,NONE,HYDRO,PITLATRINE,NO,NONE,NONE,RENTED,50.52,RESIDENTIALRENTED,TenementMuzigo,2700000,1790100,107406,2126.01
